STRUCTURE,STRUCTURE_ID,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2002,0.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2003,5.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2004,-2.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2005,2.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2006,4.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2007,4.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2008,3.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2009,-0.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2010,1.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2011,2.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2012,0.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2013,-1.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2014,-1.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2015,-0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2016,1.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2017,2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2018,2.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2019,2.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2020,-1.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2021,4.3,p
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BE,2022,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2001,-3.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2002,0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2003,9.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2004,15.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2005,20.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2006,15.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2007,10.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2008,29.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2009,-10.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2010,-22.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2011,-11.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2012,-7.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2013,-3.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2014,4.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2015,-1.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2016,-4.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2017,3.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2018,0.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2019,3.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2020,-1.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2021,-7.9,p
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,BG,2022,-3.5,p
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,1999,-1.2,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2000,1.1,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2001,1.2,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2002,0.1,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2003,0.2,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2004,0.0,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2005,1.4,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2006,2.1,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2007,3.5,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2008,1.3,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2009,0.0,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2010,1.9,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2011,0.7,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2012,1.9,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2013,1.4,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2014,0.9,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2015,0.3,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2016,-0.2,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2017,0.6,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2018,1.2,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2019,1.6,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2020,0.0,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2021,0.4,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CH,2022,2.1,e
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2001,4.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2002,4.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2003,9.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2004,5.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2005,6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2006,5.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2007,8.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2008,11.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2009,-3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2010,-4.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2011,-6.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2012,-14.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2013,-20.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2014,-10.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2015,-0.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2016,8.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2017,15.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2018,13.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2019,9.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2020,3.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2021,2.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CY,2022,2.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2001,-0.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2002,-3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2003,0.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2004,2.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2005,0.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2006,2.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2007,1.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2008,1.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2009,-2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2010,0.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2011,-2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2012,-0.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2013,-4.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2014,-1.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2015,1.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2016,-2.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2017,1.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2018,1.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2019,1.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2020,0.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2021,-4.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,CZ,2022,-1.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2001,-8.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2002,-7.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2003,-8.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2004,-7.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2005,-6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2006,0.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2007,1.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2008,0.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2009,1.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2010,2.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2011,3.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2012,1.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2013,1.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2014,1.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2015,-0.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2016,1.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2017,2.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2018,2.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2019,1.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2020,1.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2021,1.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DE,2022,0.7,p
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,1996,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,1997,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,1998,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,1999,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2000,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2001,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2002,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2003,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2004,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2005,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2006,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2007,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2008,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2009,-11.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2010,-9.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2011,0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2012,-0.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2013,-11.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2014,2.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2015,3.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2016,3.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2017,3.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2018,4.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2019,1.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2020,3.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2021,4.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,DK,2022,3.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,1999,-5.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2000,-0.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2001,-3.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2002,7.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2003,3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2004,6.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2005,8.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2006,15.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2007,16.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2008,0.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2009,-16.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2010,-18.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2011,0.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2012,12.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2013,0.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2014,-3.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2015,6.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2016,-1.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2017,6.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2018,5.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2019,3.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2020,-5.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2021,5.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EE,2022,5.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2001,2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2002,4.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2003,8.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2004,1.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2005,6.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2006,-1.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2007,2.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2008,4.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2009,-1.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2010,-9.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2011,-17.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2012,-6.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2013,0.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2014,17.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2015,-24.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2016,18.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2017,4.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2018,5.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2019,-19.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2020,-9.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2021,-16.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,EL,2022,-3.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2001,8.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2002,5.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2003,6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2004,7.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2005,4.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2006,7.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2007,6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2008,-8.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2009,-23.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2010,-12.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2011,-15.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2012,-17.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2013,-11.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2014,-3.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2015,8.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2016,0.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2017,5.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2018,8.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2019,4.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2020,-2.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2021,3.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,ES,2022,2.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2001,-2.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2002,1.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2003,3.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2004,-1.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2005,8.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2006,2.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2007,6.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2008,5.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2009,-5.7,b
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2010,-1.6,b
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2011,2.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2012,-0.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2013,0.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2014,-3.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2015,-0.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2016,5.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2017,5.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2018,5.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2019,-3.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2020,0.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2021,-3.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FI,2022,-2.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,EMPL,F,NSA,PCH_SM,FR,1991,-0.8,
